 65465494,Main  Location,2019,10,23,-55 
 65465464,Main  Location,2019,10,23,-10 
 65465465,Main  Location,2019,10,23,-2 
 65465467,Main  Location,2019,10,23,-5 
 65465492,Main  Location,2019,10,23,-6 
 65465468,Main  Location,2019,10,23,-2 
 65465469,Main  Location,2019,10,23,-10 
 65465470,Main  Location,2019,10,23,-20 
 65465495,Main  Location,2019,10,23,-12 
 65465491,Main  Location,2019,10,23,-3 
 65465471,Main  Location,2019,10,23,-2 
 65465472,Main  Location,2019,10,23,-2 
 65465473,Main  Location,2019,10,23,-2 
 65465474,Main  Location,2019,10,23,-5 
 65465475,Main  Location,2019,10,23,-2 
 65465476,Main  Location,2019,10,23,-5 
 65465477,Main  Location,2019,10,23,10 
 65465478,Main  Location,2019,10,23,-2 
 65465479,Main  Location,2019,10,23,3 
 65465480,Main  Location,2019,10,23,-2 
 65465497,Main  Location,2019,10,23,-398 
 65465481,Main  Location,2019,10,23,-2 
 65465482,Main  Location,2019,10,23,-3 
 65465483,Main  Location,2019,10,23,-5 
 65465484,Main  Location,2019,10,23,-50 
 65465485,Main  Location,2019,10,23,-30 
 65465486,Main  Location,2019,10,23,-100 
 65465487,Main  Location,2019,10,23,-3 
 65465488,,Main  Location,2019,10,23,-5 
 65465489,Main  Location,2019,10,23,-200 
 65465494,Main  Location,2019,10,23,-55 
 65465464,Main  Location,2019,10,23,-10 
 65465465,Main  Location,2019,10,23,-2 
 65465467,Main  Location,2019,10,23,-5 
 65465492,Main  Location,2019,10,23,-6 
 65465468,Main  Location,2019,10,23,-2 
 65465469,Main  Location,2019,10,23,-10 
 65465470,Main  Location,2019,10,23,-20 
 65465495,Main  Location,2019,10,23,-12 
 65465491,Main  Location,2019,10,23,-3 
 65465471,Main  Location,2019,10,23,-2 
 65465472,Main  Location,2019,10,23,-2 
 65465473,Main  Location,2019,10,23,-2 
 65465474,Main  Location,2019,10,23,-5 
 65465475,Main  Location,2019,10,23,-2 
 65465476,Main  Location,2019,10,23,-5 
 65465477,Main  Location,2019,10,23,10 
 65465478,Main  Location,2019,10,23,-2 
 65465479,Main  Location,2019,10,23,3 
 65465480,Main  Location,2019,10,23,-2 
 65465497,Main  Location,2019,10,23,-398 
 65465481,Main  Location,2019,10,23,-2 
 65465482,Main  Location,2019,10,23,-3 
 65465483,Main  Location,2019,10,23,-5 
 65465484,Main  Location,2019,10,23,-50 
 65465485,Main  Location,2019,10,23,-30 
 65465486,Main  Location,2019,10,23,-100 
 65465487,Main  Location,2019,10,23,-3 
 65465488,,Main  Location,2019,10,23,-5 
 65465489,Main  Location,2019,10,23,-200 
 65465494,Main  Location,2019,10,23,-55 
 65465464,Main  Location,2019,10,23,-10 
 65465465,Main  Location,2019,10,23,-2 
 65465467,Main  Location,2019,10,23,-5 
 65465492,Main  Location,2019,10,23,-6 
 65465468,Main  Location,2019,10,23,-2 
 65465469,Main  Location,2019,10,23,-10 
 65465470,Main  Location,2019,10,23,-20 
 65465495,Main  Location,2019,10,23,-12 
 65465491,Main  Location,2019,10,23,-3 
 65465471,Main  Location,2019,10,23,-2 
 65465472,Main  Location,2019,10,23,-2 
 65465473,Main  Location,2019,10,23,-2 
 65465474,Main  Location,2019,10,23,-5 
 65465475,Main  Location,2019,10,23,-2 
 65465476,Main  Location,2019,10,23,-5 
 65465477,Main  Location,2019,10,23,10 
 65465478,Main  Location,2019,10,23,-2 
 65465479,Main  Location,2019,10,23,3 
 65465480,Main  Location,2019,10,23,-2 
 65465497,Main  Location,2019,10,23,-398 
 65465481,Main  Location,2019,10,23,-2 
 65465482,Main  Location,2019,10,23,-3 
 65465483,Main  Location,2019,10,23,-5 
 65465484,Main  Location,2019,10,23,-50 
 65465485,Main  Location,2019,10,23,-30 
 65465486,Main  Location,2019,10,23,-100 
 65465487,Main  Location,2019,10,23,-3 
 65465488,,Main  Location,2019,10,23,-5 
 65465489,Main  Location,2019,10,23,-200 
 65465494,Main  Location,2019,10,23,-55 
 65465464,Main  Location,2019,10,23,-10 
 65465465,Main  Location,2019,10,23,-2 
 65465467,Main  Location,2019,10,23,-5 
 65465492,Main  Location,2019,10,23,-6 
 65465468,Main  Location,2019,10,23,-2 
 65465469,Main  Location,2019,10,23,-10 
 65465470,Main  Location,2019,10,23,-20 
 65465495,Main  Location,2019,10,23,-12 
 65465491,Main  Location,2019,10,23,-3 
 65465471,Main  Location,2019,10,23,-2 
 65465472,Main  Location,2019,10,23,-2 
 65465473,Main  Location,2019,10,23,-2 
 65465474,Main  Location,2019,10,23,-5 
 65465475,Main  Location,2019,10,23,-2 
 65465476,Main  Location,2019,10,23,-5 
 65465477,Main  Location,2019,10,23,10 
 65465478,Main  Location,2019,10,23,-2 
 65465479,Main  Location,2019,10,23,3 
 65465480,Main  Location,2019,10,23,-2 
 65465497,Main  Location,2019,10,23,-398 
 65465481,Main  Location,2019,10,23,-2 
 65465482,Main  Location,2019,10,23,-3 
 65465483,Main  Location,2019,10,23,-5 
 65465484,Main  Location,2019,10,23,-50 
 65465485,Main  Location,2019,10,23,-30 
 65465486,Main  Location,2019,10,23,-100 
 65465487,Main  Location,2019,10,23,-3 
 65465488,,Main  Location,2019,10,23,-5 
 65465489,Main  Location,2019,10,23,-200 
 65465494,Main  Location,2019,10,23,-55 
 65465464,Main  Location,2019,10,23,-10 
 65465465,Main  Location,2019,10,23,-2 
 65465467,Main  Location,2019,10,23,-5 
 65465492,Main  Location,2019,10,23,-6 
 65465468,Main  Location,2019,10,23,-2 
 65465469,Main  Location,2019,10,23,-10 
 65465470,Main  Location,2019,10,23,-20 
 65465495,Main  Location,2019,10,23,-12 
